117533	
0	555
2	607
1	658
3	710
0	762
1	814
2	865
3	917
3	969
0	1021
1	1072
2	1124
3	1176
3	1227
2	1279
1	1331
0	1383
2	1408
2	1434
1	1460
1	1486
3	1512
3	1538
0	1564
0	1590
2	1615
2	1641
1	1667
1	1693
3	1719
3	1745
0	1771
0	1796
1	1822
2	1848
0	1874
3	1900
1	1926
2	1952
0	1977
3	2003
1	2029
2	2055
0	2107
3	2107
1	2146
2	2146
1	2184
2	2184
1	2262
2	2262
0	2301
0	2314
3	2352
3	2365
1	2404
1	2417
2	2456
2	2469
0	2508
0	2521
3	2559
3	2572
1	2611
1	2624
2	2663
2	2676
0	2715
0	2727
3	2766
3	2779
0	2818
0	2831
1	2870
1	2883
2	2921
2	2934
3	2973
3	2986
1	3025
1	3038
2	3077
2	3090
0	3128
0	3141
3	3180
3	3193
1	3232
1	3245
2	3283
2	3296
0	3335
0	3348
3	3387
3	3400
1	3439
1	3452
2	3490
2	3503
0	3542
0	3555
2	3594
2	3607
1	3646
1	3658
3	3697
3	3710
0	3749
0	3762
2	3801
2	3814
1	3852
1	3865
3	3904
3	3917
1	3956
1	3969
3	4008
3	4021
1	4059
1	4072
2	4111
2	4124
3	4176
0	4189
3	4202
0	4215
3	4227
2	4279
1	4279
3	4318
3	4331
1	4370
1	4383
3	4421
3	4434
1	4473
1	4486
2	4525
2	4538
1	4577
1	4590
1	4628
2	4628
0	4667
3	4667
1	4693
2	4693
3	4719
0	4745
2	4771
1	4796
3	4822
0	4848
2	4861
0	4874
2	4887
0	4900
3	4926
1	4952
2	4977
0	5003
3	5029
0	5055
2	5055
1	5081
2	5081
0	5107
3	5133
1	5158
2	5184
0	5210
3	5236
1	5249
3	5262
0	5288
2	5301
0	5314
3	5340
3	5365
3	5391
3	5404
0	5521
2	5521
2	5624
2	5663
2	5702
2	5727
1	5831
1	5870
1	5908
1	5934
3	6038
3	6077
3	6115
3	6141
1	6219
1	6245
1	6283
1	6322
1	6348
3	6452
3	6490
3	6529
3	6555
0	6658
2	6658
1	6697
3	6697
1	6736
2	6736
1	6762
3	6762
2	6840
0	6852
2	6865
3	6943
0	6969
2	6982
0	6995
1	7021
3	7021
3	7072
1	7072
1	7124
2	7124
0	7176
3	7176
2	7279
2	7318
0	7357
3	7357
1	7383
2	7486
1	7525
0	7564
3	7564
2	7590
1	7693
3	7732
0	7771
2	7771
1	7796
2	7796
3	7874
1	7887
3	7900
0	7926
0	7952
0	7977
2	8003
0	8003
2	8081
2	8107
1	8184
1	8210
3	8288
3	8314
0	8391
0	8417
2	8469
2	8521
2	8572
2	8624
2	8650
2	8676
2	8702
2	8727
0	8740
3	8753
0	8766
2	8779
1	8792
2	8805
1	8818
3	8831
1	9141
2	9141
1	9193
2	9193
1	9245
3	9245
0	9283
0	9296
2	9296
3	9335
1	9348
3	9348
1	9387
1	9400
2	9400
3	9439
0	9452
3	9452
1	9490
1	9503
3	9503
2	9542
0	9555
2	9555
1	9594
1	9607
2	9607
3	9646
0	9658
3	9658
1	9697
1	9710
3	9710
2	9749
0	9762
2	9762
1	9801
1	9814
2	9814
3	9852
0	9865
3	9865
1	9904
1	9917
2	9917
3	9956
0	9969
3	9969
1	10008
1	10021
2	10021
2	10059
2	10072
0	10072
1	10111
1	10124
3	10124
2	10163
0	10176
2	10176
1	10215
1	10227
3	10227
2	10266
0	10279
2	10279
1	10318
1	10331
3	10331
2	10370
1	10383
2	10383
0	10421
0	10434
2	10434
3	10473
1	10486
3	10486
0	10525
0	10538
3	10538
2	10577
2	10589
1	10590
0	10628
0	10641
3	10641
2	10680
1	10693
2	10693
3	10732
1	10745
3	10745
0	10796
3	10796
2	10874
1	10883
2	10891
1	10900
2	10939
0	10952
2	10952
1	10990
1	11003
3	11003
2	11042
0	11055
2	11055
3	11094
1	11107
3	11107
0	11146
0	11158
2	11158
2	11197
1	11210
2	11210
0	11249
0	11262
3	11262
2	11301
0	11314
2	11314
1	11352
1	11365
3	11365
2	11404
0	11417
2	11417
1	11456
1	11469
3	11469
2	11508
1	11521
2	11521
0	11546
1	11572
3	11572
2	11611
0	11624
2	11624
1	11663
1	11702
0	11779
3	11779
2	11805
2	11818
1	11831
0	11857
0	11870
3	11883
2	11908
2	11921
1	11934
0	11960
0	11973
3	11986
2	12012
2	12025
1	12038
0	12064
0	12077
2	12090
1	12102
2	12115
1	12128
2	12141
1	12154
2	12167
1	12180
2	12193
1	12206
2	12219
1	12232
2	12245
1	12258
2	12270
1	12283
2	12296
1	12309
2	12322
1	12335
2	12348
1	12361
2	12374
1	12387
2	12400
0	12452
3	12452
0	12529
1	12538
2	12546
3	12555
3	12658
3	12697
3	12736
3	12762
0	12865
0	12904
0	12943
0	12969
2	13072
2	13111
2	13150
2	13176
0	13253
1	13279
2	13318
3	13357
3	13383
2	13486
2	13525
2	13564
2	13589
1	13693
1	13732
1	13771
1	13796
