117533	
2	555
0	555
1	594
1	607
2	646
2	658
0	697
0	710
3	749
3	762
1	801
1	814
2	852
2	865
0	904
0	917
3	956
3	969
0	1008
0	1021
1	1059
1	1072
2	1111
2	1124
3	1163
3	1176
3	1215
3	1227
2	1266
2	1279
1	1318
1	1331
0	1370
0	1383
3	1408
1	1421
3	1434
0	1460
2	1473
0	1486
2	1512
1	1525
2	1538
1	1564
2	1577
1	1590
3	1615
0	1628
3	1641
0	1667
3	1680
0	1693
2	1719
0	1732
2	1745
1	1771
3	1783
1	1796
2	1809
1	1822
2	1835
1	1848
2	1861
1	1874
2	1887
1	1900
2	1913
1	1926
2	1939
1	1952
2	1965
1	1977
2	1990
1	2003
2	2016
1	2029
2	2042
1	2055
0	2064
3	2072
0	2081
3	2090
0	2098
3	2107
1	2146
2	2146
1	2184
2	2184
1	2262
2	2262
0	2301
2	2314
0	2314
3	2352
1	2365
3	2365
0	2404
0	2417
2	2417
3	2456
1	2469
3	2469
0	2508
2	2520
0	2521
3	2559
1	2572
3	2572
0	2611
0	2624
2	2624
3	2663
1	2676
3	2676
0	2715
0	2727
2	2727
3	2766
1	2779
3	2779
1	2818
2	2831
1	2831
3	2870
0	2883
3	2883
1	2921
1	2934
3	2934
2	2973
0	2986
2	2986
1	3025
1	3038
2	3038
3	3077
0	3090
3	3090
1	3128
1	3141
2	3141
3	3180
0	3193
3	3193
1	3232
1	3245
2	3245
3	3283
0	3296
3	3296
1	3335
1	3348
2	3348
3	3387
1	3400
3	3400
0	3439
0	3452
3	3452
2	3490
1	3503
2	3503
0	3542
0	3555
3	3555
2	3594
1	3607
2	3607
1	3646
1	3658
3	3658
2	3697
0	3710
2	3710
0	3749
0	3762
3	3762
2	3801
2	3814
1	3814
0	3852
0	3865
2	3865
3	3904
1	3917
3	3917
1	3956
1	3969
2	3969
3	4008
0	4021
3	4021
1	4059
1	4072
3	4072
2	4111
0	4124
2	4124
3	4176
3	4189
3	4202
3	4215
1	4227
3	4227
2	4279
1	4279
3	4318
3	4331
0	4331
1	4370
1	4383
2	4383
3	4421
0	4434
3	4434
1	4473
1	4486
2	4486
2	4525
0	4538
2	4538
1	4577
1	4590
3	4590
1	4628
2	4628
0	4667
3	4667
1	4693
2	4693
2	4719
2	4732
2	4745
0	4771
0	4783
0	4796
3	4822
3	4835
1	4848
3	4848
1	4861
1	4874
1	4887
0	4900
2	4900
3	4926
3	4939
3	4952
1	4977
1	4990
1	5003
2	5016
1	5029
0	5055
2	5055
1	5081
2	5081
0	5107
2	5120
1	5133
3	5146
0	5158
2	5171
1	5184
3	5197
0	5210
3	5223
1	5236
2	5243
1	5249
2	5255
1	5262
3	5288
0	5294
3	5301
0	5307
3	5314
1	5340
2	5340
1	5365
2	5365
0	5391
3	5391
0	5404
3	5404
1	5430
1	5443
1	5456
1	5469
2	5477
1	5486
2	5495
1	5508
2	5521
2	5624
2	5663
2	5702
2	5727
1	5831
1	5870
1	5908
1	5934
3	6038
3	6077
3	6115
3	6141
1	6219
1	6245
1	6283
1	6322
1	6348
2	6348
3	6452
3	6490
1	6529
3	6529
1	6555
2	6555
0	6658
2	6658
1	6697
3	6697
1	6736
2	6736
1	6762
3	6762
0	6788
